ID;Kisten_Nr_KA;Kategorie;Snr;Schicht;Feld;x1;x2;y1;y2;Vq;entsorgt_annuliert;Fehlt;Fknr_FuL;Laufnr;Ausgewertet_AUSW_B;Kategorie_St_AUSW_B;Fragment_St_AUSW_B;Art_Fragment_St_AUSW_B;Gewicht_St_AUSW_B;Groesste_Laenge_St_AUSW_B;Groesste_Dicke_St_AUSW_B;Groesste_Breite_St_AUSW_B;Breite_1Viertel_St_AUSW_B;Breite_2Viertel_St_AUSW_B;Breite_3Viertel_St_AUSW_B;Dicke_1Viertel_St_AUSW_B;Dicke_2Viertel_St_AUSW_B;Dicke_3Viertel_St_AUSW_B;Laengssymmetrie_St_AUSW_B;Schneidensymmetrie_St_AUSW_B;BreitseitenBearbeit_Nackenflaeche_St_AUSW_B;NackenBearbeit_St_AUSW_B;SchmalseitenBearbeit_St_AUSW_B;Woelbung_Schmalseite_St_AUSW_B;Woelbung_Breitseite_St_AUSW_B;Nackenflaeche_St_AUSW_B;Gestein_St_AUSW_B;Anzahl_Saegeschnitt_St_AUSW_B;Tiefe_Saegeschnitt_St_AUSW_B;Vorpickung_B_St_AUSW_B;Hirschfassung_St_AUSW_B;Brand_St_AUSW_B;Bemerkung_St_AUSW_B;Gruppe_St_AUSW_B;Laenge_Gewicht_Index_St_AUSW_B;Breiten_Dicken_Index;Tangens_Nackenwinkel_St_AUSW_B;Mass_Schneidewinkel;Tangens_Breitseiten_Nackenwinkel_St_AUSW_B;Position_Saegeschnitt_St_AUSW_B;Saegeflaechenbreite_St_AUSW_B;Tipp_Gruppe_ST_AUSW_B;Schaeftungsspur_St_AUSW_B
11854;16004;Beil;4;;191;474;0;0;0;-;FALSCH;FALSCH;7110;10;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11855;16004;Beil;4;;191;474;0;0;0;-;FALSCH;FALSCH;7110;11;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11856;16004;Beil;4;;191;474;0;0;0;-;FALSCH;FALSCH;7110;12;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11857;16004;Beil;4;;191;474;0;0;0;-;FALSCH;FALSCH;7110;13;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11858;16004;;4;;191;474;0;0;0;-;FALSCH;FALSCH;7110;14;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11892;16004;Beil;4;;191;474;0;0;0;-;FALSCH;FALSCH;7110;15;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11893;16004;Sägeschnitt;4;;191;474;0;0;0;-;FALSCH;FALSCH;7110;16;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11894;16004;Rohling;4;;191;474;0;0;0;-;FALSCH;FALSCH;7110;17;j;a;-;0;84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;Sägeplättchen?;-;0;0;0;0;0;-;0;-;-
11896;16004;Mahlstein;4;;191;474;0;0;0;-;FALSCH;FALSCH;7110;19;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11897;16004;Schleifstein;4;;191;474;0;0;0;-;FALSCH;FALSCH;7110;20;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11898;16004;;4;;191;474;0;0;0;-;FALSCH;FALSCH;7110;21;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11899;16004;;4;;191;474;0;0;0;-;FALSCH;FALSCH;7110;22;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11900;16004;;4;;191;474;0;0;0;-;FALSCH;FALSCH;7110;23;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11901;16004;Netzsenker;4;;191;474;0;0;0;-;FALSCH;FALSCH;7110;24;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11902;16004;Schleifstein;4;;191;474;0;0;0;-;FALSCH;FALSCH;7110;25;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11903;16004;Klopfstein;4;;191;474;0;0;0;-;FALSCH;FALSCH;7110;26;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11904;16004;Abschlag;4;;191;474;0;0;0;-;FALSCH;FALSCH;7110;27;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12331;16005;Rohstoff;21;14;193;477;0;160;0;-;FALSCH;FALSCH;7115;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12308;16005;Beil;21;14;193;474;0;160;0;-;FALSCH;FALSCH;7117;5;j;a;-;0;73;75.0;16.5;31.5;29.0;31.5;31.5;14.0;16.5;15.0;1;1;e;e;e;1;1;a;b;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3e;-
12353;16005;Beil;1407;0.13;193;479;0;160;0;-;FALSCH;FALSCH;7123;2;j;a;-;0;75;68.0;17.0;37.5;31.5;33.0;34.0;13.0;16.0;15.0;1;1;e;c;e;1;1;a;b;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12354;16005;Klopfstein;1407;0.13;193;479;0;160;0;-;FALSCH;FALSCH;7123;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12396;16005;;1402;13;192;485;0;160;0;-;FALSCH;FALSCH;7130;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12349;16005;Beil;604;13;193;478;0;160;0;-;FALSCH;FALSCH;7140;1;j;a;-;0;16;42.0;10.0;22.5;20.0;21.0;22.0;9.0;10.0;9.5;2;2;b;c;b;2;1;b;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3j;-
12929;16005;Klopfstein;648;>14;196;479;0;162;0;b;FALSCH;FALSCH;7157;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
13248;16005;Klopfstein;1408;14;196;479;0;162;0;d;FALSCH;FALSCH;7163;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
13076;16005;Beil;21;14;196;477;0;162;0;c;FALSCH;FALSCH;7167;2;j;a;-;0;88;81.0;18.0;37.5;30.0;33.0;36.0;16.0;17.5;16.0;1;1;e;e;e;1;1;a;a;0;-;-;-;-;BS mit Querritzung;-;0;0;0;0;0;-;0;3e;-
13077;16005;Beil;21;14;196;477;0;162;0;c;FALSCH;FALSCH;7167;3;j;c;j;6;33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;-;geschliffen;-;0;0;0;0;0;-;0;-;-
13246;16005;Beil;21;14;196;474;0;162;0;a;FALSCH;FALSCH;7177;1;j;a;-;0;68;76.0;18.5;39.0;30.0;33.0;37.0;15.5;18.0;15.5;1;2;e;e;e;1;2;a;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3f;-
13233;16005;Rohstoff;21;14;196;475;0;162;0;a;FALSCH;FALSCH;7187;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
13612;16005;;1409;14;196;479;0;162;0;b;FALSCH;FALSCH;7197;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12257;16005;Schleifstein;604;13;190;493;0;169;0;c;FALSCH;FALSCH;7206;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12171;16005;Beil;1026;13;190;490;0;169;0;a;FALSCH;FALSCH;7213;1;j;a;-;0;31;46.0;13.0;30.0;26.5;27.5;28.5;12.0;13.5;12.0;1;1;d;e;e;2;1;a;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3h;-
12131;16005;Beil;1026;13;190;490;0;169;0;a;FALSCH;FALSCH;7217;1;j;a;-;0;43;55.0;54.0;34.0;28.0;30.0;33.0;12.5;13.0;11.0;1;1;e;e;d;2;1;b;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3f;-
12091;16005;Beil;1026;13;190;490;0;169;0;b;FALSCH;FALSCH;7218;1;j;a;-;0;63;59.0;16.0;37.0;32.0;36.0;36.5;14.0;15.5;15.0;1;0;c;d;d;1;1;a;d;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3f;-
12269;16005;;1026;13;190;490;0;169;0;d;FALSCH;FALSCH;7222;4;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12175;16005;Beil;1025;13;190;492;0;169;0;a;FALSCH;FALSCH;7224;1;j;a;-;0;73;75.0;15.0;36.0;30.0;34.0;36.0;14.0;15.5;14.0;1;1;d;b;c;2;1;b;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3f;-
12487;16005;Rohling;21;14;194;495;0;170;0;-;FALSCH;FALSCH;7252;1;j;c;-;0;683;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;e;0;-;-;-;-;geschlagen, gepickt;-;0;0;0;0;0;-;0;-;-
12523;16005;Beil;604;13;194;490;0;170;0;-;FALSCH;FALSCH;7255;2;j;a;j;3;23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;g;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12475;16005;Schleifstein;604;13;194;490;0;170;0;-;FALSCH;FALSCH;7255;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12471;16005;;604;13;194;491;0;170;0;-;FALSCH;FALSCH;7258;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12472;16005;Beil;604;13;194;491;0;170;0;-;FALSCH;FALSCH;7258;4;j;a;j;3;75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3e;-
12483;16005;Schleifstein;1041;13;194;494;0;170;0;-;FALSCH;FALSCH;7259;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12453;16005;Beil;1040;13;194;496;0;170;0;-;FALSCH;FALSCH;7268;1;j;a;-;0;46;60.0;15.0;31.5;28.0;31.5;31.5;13.0;15.0;13.0;1;2;e;b;d;2;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3j;-
12947;16005;Beil;604;13;197;491;0;171;0;d;FALSCH;FALSCH;7277;1;j;a;j;3;200;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3a;-
12948;16005;Beil;604;13;197;491;0;171;0;d;FALSCH;FALSCH;7277;2;j;a;-;0;79;81.0;17.0;36.0;32.0;34.0;35.5;14.0;17.0;14.0;1;1;e;e;e;1;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3e;-
12968;16005;Schleifstein;604;13;197;491;0;171;0;b;FALSCH;FALSCH;7283;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
13369;16006;Schleifstein;604;13;197;494;0;171;0;b;FALSCH;FALSCH;7298;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12950;16006;Schleifstein;604;13;197;493;0;171;0;a,d;FALSCH;FALSCH;7299;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12279;16006;Rohstoff;697;13;169;505;0;129;0;a;FALSCH;FALSCH;7308;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12164;16006;;406;13;169;507;0;129;0;c;FALSCH;FALSCH;7322;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12159;16006;Beil;761;13;169;504;0;129;0;c;FALSCH;FALSCH;7348;1;j;a;-;0;38;64.0;16.0;21.0;21.0;21.0;19.0;13.0;16.5;15.0;1;1;e;e;e;1;1;a;a;0;-;-;-;j;Meissel aus Längsfragment 3e;-;0;0;0;0;0;-;0;3n;-
12224;16006;Beil;781;13;151;510;0;143;0;a;FALSCH;FALSCH;7366;3;j;a;-;0;114;77.0;22.0;44.0;36.0;40.0;42.5;16.0;21.0;19.5;1;2;e;e;e;1;1;a;a;0;-;-;-;-;starker Rückschliff;-;0;0;0;0;0;-;0;3c;-
12225;16006;Beil;781;13;151;510;0;143;0;a;FALSCH;FALSCH;7366;4;j;a;-;0;100;87.0;19.0;39.0;29.0;34.0;37.0;15.0;18.0;17.0;1;1;e;b;e;1;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3e;-
12414;16006;Rohstoff;781;13;151;510;0;148;0;a;FALSCH;FALSCH;7367;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12415;16006;Abschlag;781;13;151;510;0;148;0;a;FALSCH;FALSCH;7367;2;j;a;-;0;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12416;16006;Abschlag;781;13;151;510;0;148;0;a;FALSCH;FALSCH;7367;3;j;a;j;5;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12181;16006;Beil;781;13;151;510;0;143;0;d;FALSCH;FALSCH;7368;1;j;a;j;1;186;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;d;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3b;-
12423;16006;Beil;781;13;151;510;0;144;0;d;FALSCH;FALSCH;7373;1;j;a;-;0;86;78.0;16.0;40.0;32.0;35.0;38.0;14.0;16.0;15.0;1;1;e;e;e;1;1;a;e;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3e;-
12427;16006;Abschlag;781;13;151;510;0;148;0;b;FALSCH;FALSCH;7375;1;j;a;j;5;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12580;16006;Sägeschnitt;781;13;151;510;0;146;0;b;FALSCH;FALSCH;7378;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12482;16006;Beil;406;13;171;504;0;139;0;-;FALSCH;FALSCH;7419;1;j;a;-;0;12;46.0;6.5;25.0;20.0;23.5;24.5;5.0;6.5;6.5;2;1;e;b;e;1;1;b;g;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3l;-
12627;16006;Beil;9001;13;182;504;509;127;128;-;FALSCH;FALSCH;7423;6;j;a;j;1;52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;2;"1=15;2=15";-;-;-;SS aus 2 Sägeschnitten gebildet;-;0;0;0;0;0;p;0;3c;-
12629;16006;;9001;13;182;504;509;127;128;-;FALSCH;FALSCH;7423;8;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12633;16006;Mahlstein;9001;13;182;504;509;127;128;-;FALSCH;FALSCH;7423;12;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12634;16006;;9001;13;182;504;509;127;128;-;FALSCH;FALSCH;7423;13;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12568;16007;Schleifstein;85;13;150;510;0;150;0;c;FALSCH;FALSCH;7433;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12499;16007;Sägeschnitt;9001;13;182;496;503;127;0;-;FALSCH;FALSCH;7434;9;j;d;j;6;219;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;1;1=16;1=11;-;-;-;-;0;0;0;0;0;-;0;-;-
12501;16007;Läufer;9001;13;182;496;503;127;0;-;FALSCH;FALSCH;7434;11;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12502;16007;Schleifstein;9001;13;182;496;503;127;0;-;FALSCH;FALSCH;7434;12;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12503;16007;Rohling;9001;13;182;496;503;127;0;-;FALSCH;FALSCH;7434;13;j;d;-;0;403;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;e;1;1=10.5;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12507;16007;Rohstoff;9001;13;182;496;503;127;0;-;FALSCH;FALSCH;7434;17;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12508;16007;Schleifstein;9001;13;182;496;503;127;0;-;FALSCH;FALSCH;7434;18;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12509;16007;Beil;9001;13;182;496;503;127;0;-;FALSCH;FALSCH;7434;19;j;a;j;3;104;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;j;-;-;0;0;0;0;0;-;0;3a;-
12510;16007;Beil;9001;13;182;496;503;127;0;-;FALSCH;FALSCH;7434;20;j;a;j;1;179;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3a;-
12512;16007;Rohling;9001;13;182;496;503;127;0;-;FALSCH;FALSCH;7434;22;j;c;j;6;126;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;b;0;-;-;-;-;gepickt;-;0;0;0;0;0;-;0;-;-
12514;16007;Klopfstein;9001;13;182;496;503;127;0;-;FALSCH;FALSCH;7434;24;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
13274;16007;Rohstoff;687;14;188;500;0;126;0;a;FALSCH;FALSCH;7441;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12699;16007;Beil;403;10;188;497;0;126;0;a;FALSCH;FALSCH;7449;2;j;a;-;0;14;32.0;10.0;28.5;21.0;24.5;26.5;9.0;10.0;9.0;1;1;e;b;e;2;2;a;a;0;-;-;-;-;Pyriteinschluss;-;0;0;0;0;0;-;0;2g;-
12820;16007;Beil;406;13;188;500;0;126;0;b;FALSCH;FALSCH;7468;1;j;a;-;0;46;51.0;15.0;35.5;29.0;32.0;34.0;12.5;15.0;14.0;1;0;e;b;e;2;1;a;b;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3h;-
12821;16007;Beil;406;13;188;500;0;126;0;b;FALSCH;FALSCH;7468;2;j;a;-;0;42;55.0;14.0;35.0;27.5;31.5;34.0;12.0;14.5;12.5;1;1;e;e;e;1;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3f;-
12824;16007;Rohling;697;13;188;496;0;126;0;b;FALSCH;FALSCH;7469;1;j;d;j;6;218;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;2;"1=11;2=11";-;-;-;-;-;0;0;0;0;0;-;0;-;-
12846;16084;Klopfstein;735;13;188;502;0;126;0;c;FALSCH;FALSCH;7477;4;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12814;16084;Schmuck;406;13;188;500;0;126;0;c;FALSCH;FALSCH;7478;1;n;-;-;0;2;19.0;4.5;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;Arch. Fenster, eigentlich 1.9 Gramm;-;0;0;0;0;0;-;0;-;-
12815;16084;;406;13;188;500;0;126;0;c;FALSCH;FALSCH;7478;2;j;a;j;3;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;b;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12866;16084;Beil;406;13;188;501;0;126;0;d;FALSCH;FALSCH;7484;3;j;a;-;0;136;97.0;21.5;41.5;36.0;40.0;41.0;19.0;21.5;18.0;1;1;d;e;d;2;1;a;d;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12896;16084;Schleifstein;735;13;188;496;0;126;0;c;FALSCH;FALSCH;7486;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
13038;16084;Beil;1228;13;153;501;0;172;0;d;FALSCH;FALSCH;7510;1;j;a;-;0;34;60.0;14.0;37.0;27.0;31.0;35.0;12.0;13.5;12.0;1;1;e;b;e;2;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3i;-
13023;16084;;1229;13;153;499;0;171;0;d;FALSCH;FALSCH;7525;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12703;16084;Beil;1228;13;153;501;0;171;0;a;FALSCH;FALSCH;7565;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12705;16084;;1228;13;153;500;0;171;0;c;FALSCH;FALSCH;7577;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
13197;16084;Beil;349;13;178;483;0;169;0;a;FALSCH;FALSCH;7603;2;j;a;-;0;50;59.0;15.0;37.0;28.0;32.0;35.0;13.0;15.0;13.5;1;1;e;d;e;1;1;c;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3h;-
13199;16084;Schleifstein;349;13;178;483;0;169;0;a;FALSCH;FALSCH;7603;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
13200;16084;Schleifstein;349;13;178;483;0;169;0;a;FALSCH;FALSCH;7603;4;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
