ID;Kisten_Nr_KA;Kategorie;Snr;Schicht;Feld;x1;x2;y1;y2;Vq;entsorgt_annuliert;Fehlt;Fknr_FuL;Laufnr;Ausgewertet_AUSW_B;Kategorie_St_AUSW_B;Fragment_St_AUSW_B;Art_Fragment_St_AUSW_B;Gewicht_St_AUSW_B;Groesste_Laenge_St_AUSW_B;Groesste_Dicke_St_AUSW_B;Groesste_Breite_St_AUSW_B;Breite_1Viertel_St_AUSW_B;Breite_2Viertel_St_AUSW_B;Breite_3Viertel_St_AUSW_B;Dicke_1Viertel_St_AUSW_B;Dicke_2Viertel_St_AUSW_B;Dicke_3Viertel_St_AUSW_B;Laengssymmetrie_St_AUSW_B;Schneidensymmetrie_St_AUSW_B;BreitseitenBearbeit_Nackenflaeche_St_AUSW_B;NackenBearbeit_St_AUSW_B;SchmalseitenBearbeit_St_AUSW_B;Woelbung_Schmalseite_St_AUSW_B;Woelbung_Breitseite_St_AUSW_B;Nackenflaeche_St_AUSW_B;Gestein_St_AUSW_B;Anzahl_Saegeschnitt_St_AUSW_B;Tiefe_Saegeschnitt_St_AUSW_B;Vorpickung_B_St_AUSW_B;Hirschfassung_St_AUSW_B;Brand_St_AUSW_B;Bemerkung_St_AUSW_B;Gruppe_St_AUSW_B;Laenge_Gewicht_Index_St_AUSW_B;Breiten_Dicken_Index;Tangens_Nackenwinkel_St_AUSW_B;Mass_Schneidewinkel;Tangens_Breitseiten_Nackenwinkel_St_AUSW_B;Position_Saegeschnitt_St_AUSW_B;Saegeflaechenbreite_St_AUSW_B;Tipp_Gruppe_ST_AUSW_B;Schaeftungsspur_St_AUSW_B
12668;15981;Schleifstein;127;12;503;510;0;103;0;a;FALSCH;FALSCH;6850;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12781;15981;Rohstoff;127;12;503;510;0;100;0;b;FALSCH;FALSCH;6858;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12782;15981;Rohstoff;127;12;503;510;0;100;0;b;FALSCH;FALSCH;6858;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12783;15981;Rohstoff;127;12;503;510;0;100;0;b;FALSCH;FALSCH;6858;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12784;15981;Rohstoff;127;12;503;510;0;100;0;b;FALSCH;FALSCH;6858;4;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12785;15981;Rohstoff;127;12;503;510;0;100;0;b;FALSCH;FALSCH;6858;5;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12786;15981;Rohstoff;127;12;503;510;0;100;0;b;FALSCH;FALSCH;6858;6;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12787;15981;Rohstoff;127;12;503;510;0;100;0;b;FALSCH;FALSCH;6858;7;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
14785;15981;Rohstoff;127;12;503;510;0;100;0;b;FALSCH;FALSCH;6858;10;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12658;15981;Läufer;127;12;503;510;0;102;0;d;FALSCH;FALSCH;6859;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12659;15981;;127;12;503;510;0;102;0;d;FALSCH;FALSCH;6859;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12741;15981;Rohstoff;127;12;503;510;0;100;0;d;FALSCH;FALSCH;6863;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12742;15981;Rohstoff;127;12;503;510;0;100;0;d;FALSCH;FALSCH;6863;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12743;15981;Rohstoff;127;12;503;510;0;100;0;d;FALSCH;FALSCH;6863;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12744;15981;Rohstoff;127;12;503;510;0;100;0;d;FALSCH;FALSCH;6863;4;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12745;15981;Rohstoff;127;12;503;510;0;100;0;d;FALSCH;FALSCH;6863;5;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12746;15981;Rohstoff;127;12;503;510;0;100;0;d;FALSCH;FALSCH;6863;6;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12747;15981;Rohstoff;127;12;503;510;0;100;0;d;FALSCH;FALSCH;6863;7;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12748;15981;Rohstoff;127;12;503;510;0;100;0;d;FALSCH;FALSCH;6863;8;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12749;15981;Rohstoff;127;12;503;510;0;100;0;d;FALSCH;FALSCH;6863;9;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12750;15981;Rohstoff;127;12;503;510;0;100;0;d;FALSCH;FALSCH;6863;10;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12752;15981;Rohstoff;127;12;503;510;0;100;0;d;FALSCH;FALSCH;6863;11;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12753;15981;Rohstoff;127;12;503;510;0;100;0;d;FALSCH;FALSCH;6863;12;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12755;15981;Rohstoff;127;12;503;510;0;100;0;d;FALSCH;FALSCH;6863;13;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12756;15981;Rohstoff;127;12;503;510;0;100;0;d;FALSCH;FALSCH;6863;14;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12757;15981;Rohstoff;127;12;503;510;0;100;0;d;FALSCH;FALSCH;6863;15;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12758;15981;Rohstoff;127;12;503;510;0;100;0;d;FALSCH;FALSCH;6863;16;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12759;15981;Rohstoff;127;12;503;510;0;100;0;d;FALSCH;FALSCH;6863;17;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12760;15981;Rohstoff;127;12;503;510;0;100;0;d;FALSCH;FALSCH;6863;18;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12761;15981;Rohstoff;127;12;503;510;0;100;0;d;FALSCH;FALSCH;6863;19;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12762;15981;Rohstoff;127;12;503;510;0;100;0;d;FALSCH;FALSCH;6863;20;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12687;15981;;127;12;503;510;0;101;0;d;FALSCH;FALSCH;6868;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12720;15981;Abschlag;7;;503;510;0;100;0;a;FALSCH;FALSCH;6878;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
13016;15981;;9001;13;508;511;512;112;115;-;FALSCH;FALSCH;6888;4;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
13055;15981;Klopfstein;9001;13;508;511;512;113;115;-;FALSCH;FALSCH;6891;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
13056;15981;Rohstoff;9001;13;508;511;512;113;115;-;FALSCH;FALSCH;6891;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
13057;15981;Rohstoff;9001;13;508;511;512;113;115;-;FALSCH;FALSCH;6891;4;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
13068;15981;Rohstoff;9001;13;508;512;516;113;115;-;FALSCH;FALSCH;6892;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
13069;15981;Beil;9001;13;508;512;516;113;115;-;FALSCH;FALSCH;6892;2;j;a;j;1;172;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3b;-
13254;15981;Klopfstein;4;;508;511;516;112;115;-;FALSCH;FALSCH;6893;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
13567;15981;Rohstoff;136;13;510;511;0;117;0;-;FALSCH;FALSCH;6900;6;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11418;15981;Beil;781;13;147;507;0;149;0;d;FALSCH;FALSCH;6901;1;j;a;-;0;119;88.0;21.0;43.0;35.0;38.0;41.5;16.0;20.0;18.5;1;0;e;e;d;2;1;b;c;0;-;-;-;-;Schneide stark abgenutzt;-;0;0;0;0;0;-;0;3d;-
11419;15981;Schleifstein;781;13;147;507;0;149;0;d;FALSCH;FALSCH;6901;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11607;15981;Beil;403;10;170;505;0;140;0;b;FALSCH;FALSCH;6912;2;j;a;j;1;216;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;d;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11634;15981;Beil;403;10;170;506;0;140;0;c;FALSCH;FALSCH;6914;1;j;a;-;0;93;85.0;19.0;39.5;32.5;36.0;38.0;16.0;19.0;16.0;1;1;e;e;e;1;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3e;-
11611;15981;Beil;781;13;170;505;0;140;0;b;FALSCH;FALSCH;6921;3;j;a;-;0;61;69.0;16.0;37.0;30.0;33.5;36.0;12.5;16.0;14.0;1;1;e;e;e;1;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3f;-
11612;15981;Beil;781;13;170;505;0;140;0;b;FALSCH;FALSCH;6921;4;j;a;j;1;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;i;0;-;-;-;-;"roter Schiefer;  Sägeplättchen?";-;0;0;0;0;0;-;0;-;-
11717;15981;Abschlag;781;13;170;506;0;140;0;b;FALSCH;FALSCH;6923;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11716;15981;Abschlag;781;13;170;506;0;140;0;b;FALSCH;FALSCH;6923;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11720;15981;Beil;403;10;152;510;0;137;0;d;FALSCH;FALSCH;6925;1;j;a;j;4;74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3b;-
11752;15981;Beil;403;10;152;510;0;133;0;d;FALSCH;FALSCH;6926;1;j;a;-;0;31;50.0;13.5;31.0;22.0;27.0;29.0;12.0;13.5;12.0;1;2;e;b;d;2;1;a;a;0;-;-;-;-;Serpentinit?;-;0;0;0;0;0;-;0;2f;-
11932;15981;Sägeschnitt;403;10;152;510;0;135;0;a;FALSCH;FALSCH;6939;1;j;d;j;6;269;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;1;1=14;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11745;16003;Klopfstein;403;10;152;510;0;132;0;d;FALSCH;FALSCH;6941;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11751;16003;;406;13;170;506;0;140;0;c;FALSCH;FALSCH;6942;1;j;d;j;5;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;1;1=8;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11747;16003;Beil;406;13;170;505;0;140;0;b;FALSCH;FALSCH;6943;1;j;a;-;0;52;60.0;13.0;37.5;33.0;36.0;37.5;12.0;13.0;10.0;1;2;e;b;e;1;1;a;g;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3j;-
11748;16003;Rohling;406;13;170;505;0;140;0;b;FALSCH;FALSCH;6943;2;j;d;j;5;17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;1;1=12;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11779;16003;;697;13;152;510;0;131;0;c;FALSCH;FALSCH;6952;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11937;16003;Klopfstein;785;13;152;510;0;131;0;a;FALSCH;FALSCH;6968;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11920;16003;;785;13;152;510;0;132;0;a;FALSCH;FALSCH;6982;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12038;16003;Abschlag;403;10;169;509;0;129;0;b;FALSCH;FALSCH;6985;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12039;16003;Abschlag;403;10;169;509;0;129;0;b;FALSCH;FALSCH;6985;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11942;16003;Beil;687;14;169;508;0;129;0;b;FALSCH;FALSCH;6987;1;j;a;j;1;137;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;e;1;1=6;-;-;-;Keil?;-;0;0;0;0;0;-;0;3b;-
12035;16003;Rohstoff;403;10;169;509;0;129;0;d;FALSCH;FALSCH;6988;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11945;16003;Abschlag;687;14;169;508;0;129;0;a;FALSCH;FALSCH;6993;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12042;16003;;785;13;152;510;0;131;0;b;FALSCH;FALSCH;6995;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12063;16003;Beil;697;13;169;509;0;129;0;a;FALSCH;FALSCH;6996;3;j;a;-;0;37;63.0;14.0;24.0;22.0;23.0;24.0;12.0;14.0;12.0;1;1;e;c;e;1;1;a;b;1;1=8;-;-;-;-;-;0;0;0;0;0;-;0;3n;-
12064;16003;Rohling;697;13;169;509;0;129;0;a;FALSCH;FALSCH;6996;4;j;d;j;6;250;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;1;1=9;1=8;-;-;-;-;0;0;0;0;0;-;0;-;-
11433;16003;Beil;258;0.13;158;476;0;171;0;c;FALSCH;FALSCH;7002;1;j;a;-;0;177;105.0;25.0;48.0;35.0;38.0;44.0;20.0;24.0;21.0;1;2;c;c;c;2;1;a;d;0;-;-;-;-;gepickt für Schäftung;-;0;0;0;0;0;-;0;3b;-
11388;16003;Beil;330;13;158;476;0;171;0;-;FALSCH;FALSCH;7003;2;j;a;j;3;43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11654;16003;Klopfstein;259;13;167;487;0;172;0;c;FALSCH;FALSCH;7023;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11808;16003;Beil;256;10;161;484;0;170;0;d;FALSCH;FALSCH;7028;1;j;a;-;0;109;83.0;21.0;46.0;38.0;41.0;43.5;17.0;21.0;16.0;1;2;c;c;c;2;1;a;d;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11670;16003;Beil;259;13;167;487;0;171;0;d;FALSCH;FALSCH;7031;1;j;a;j;3;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;g;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3l;-
11806;16003;Rohling;257;14;161;485;0;170;0;a;FALSCH;FALSCH;7033;1;j;c;-;0;121;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;d;0;-;-;-;-;gepickt;-;0;0;0;0;0;-;0;-;-
11791;16003;Rohstoff;257;14;161;481;0;170;0;-;FALSCH;FALSCH;7037;4;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11792;16003;Rohling;257;14;161;481;0;170;0;-;FALSCH;FALSCH;7037;5;j;d;j;6;117;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;gepickt;-;0;0;0;0;0;-;0;-;-
11802;16003;Beil;257;14;161;484;0;170;0;-;FALSCH;FALSCH;7042;1;j;c;j;1;142;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3b;-
11820;16003;;259;13;161;485;0;170;0;-;FALSCH;FALSCH;7044;2;j;a;j;2;147;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;-;Überarbeitung wie Rippenstein;-;0;0;0;0;0;-;0;3a;-
11822;16003;Netzsenker;259;13;161;485;0;170;0;-;FALSCH;FALSCH;7044;4;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11794;16003;Beil;259;13;161;483;0;170;0;-;FALSCH;FALSCH;7045;1;j;a;j;3;195;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3b;-
13719;16003;;3;;;0;0;0;0;-;FALSCH;FALSCH;7049;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11977;16003;Beil;259;13;161;486;0;170;0;-;FALSCH;FALSCH;7050;2;j;a;-;0;66;69.0;16.0;42.0;33.0;37.0;39.0;13.5;16.0;13.0;1;0;e;d;e;1;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3e;-
11976;16003;Rohstoff;259;13;161;486;0;170;0;-;FALSCH;FALSCH;7050;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11975;16003;Sägeschnitt;259;13;161;486;0;170;0;-;FALSCH;FALSCH;7050;4;j;d;j;6;44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;1;1=9;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12215;16003;Beil;257;14;160;478;0;170;0;d;FALSCH;FALSCH;7056;1;j;a;j;3;23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12216;16003;Beil;257;14;160;478;0;170;0;d;FALSCH;FALSCH;7056;2;j;a;-;0;124;89.0;22.0;38.0;32.0;35.5;37.5;19.0;22.0;20.0;1;1;e;b;c;3;1;a;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3d;-
12107;16003;;257;14;160;479;0;170;0;b;FALSCH;FALSCH;7058;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12188;16003;Beil;259;13;160;476;0;170;0;c;FALSCH;FALSCH;7070;1;j;a;-;0;78;75.0;18.0;40.0;29.5;34.0;39.0;14.5;17.0;14.5;1;1;d;d;e;1;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3e;-
12217;16003;Rohstoff;259;13;160;478;0;170;0;b;FALSCH;FALSCH;7071;1;j;d;-;0;2496;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;1=25;-;-;-;-;0;0;0;0;0;-;0;-;-
12214;16003;Rohstoff;259;13;160;477;0;170;0;a;FALSCH;FALSCH;7076;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
12480;16004;Beil;349;13;178;483;0;169;0;a;FALSCH;FALSCH;7095;1;j;c;-;0;52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;j;-;-;0;0;0;0;0;-;0;-;-
13241;16004;;256;10;178;480;0;169;0;b;FALSCH;FALSCH;7098;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11852;16004;Beil;4;;191;474;0;0;0;-;FALSCH;FALSCH;7110;8;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
11853;16004;;4;;191;474;0;0;0;-;FALSCH;FALSCH;7110;9;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
